Sector_ID,Tree_Density_Pct,Fuel_Moisture_Content_Pct,Slope_Steepness_Deg,Temperature_C,Humidity_Pct,Wind_Speed_MPH,Active_Hotspot,Fire_Occurred
SEC-007,0.9,0.06,28,11.5,65.0,35.4,0,0
SEC-009,0.8,0.07,31,14.4,43.7,2.4,0,0
SEC-001,0.85,0.08,22,19.5,22.4,17.2,0,0
SEC-019,0.92,0.05,4,36.3,48.9,42.5,0,1
SEC-007,0.9,0.06,28,28.1,45.8,27.5,0,0
SEC-050,0.81,0.06,25,40.6,60.9,41.5,0,1
SEC-023,0.1,0.04,45,34.9,8.3,21.8,0,0
SEC-001,0.85,0.08,22,41.4,20.6,38.8,0,0
SEC-043,0.89,0.05,30,22.1,33.4,23.4,0,0
SEC-038,0.87,0.06,12,15.7,31.5,27.0,0,0
SEC-019,0.92,0.05,4,10.5,61.2,39.6,0,0
SEC-038,0.87,0.06,12,11.2,61.4,15.3,0,0
SEC-023,0.1,0.04,45,44.9,41.9,10.7,0,0
SEC-050,0.81,0.06,25,44.4,48.8,34.4,0,0
SEC-007,0.9,0.06,28,11.1,42.9,36.2,0,0
SEC-007,0.9,0.06,28,39.1,56.3,39.2,0,0
SEC-043,0.89,0.05,30,25.5,13.5,30.5,0,0
SEC-001,0.85,0.08,22,27.2,10.2,29.0,0,0
SEC-050,0.81,0.06,25,28.2,54.4,32.6,0,0
SEC-019,0.92,0.05,4,25.2,22.4,59.8,0,0
SEC-002,0.45,0.18,3,19.6,52.8,24.8,0,0
SEC-050,0.81,0.06,25,28.6,71.1,10.3,0,0
SEC-019,0.92,0.05,4,26.3,15.1,18.7,0,0
SEC-009,0.8,0.07,31,34.8,20.4,0.1,0,1
SEC-009,0.8,0.07,31,36.5,20.6,5.8,0,1
SEC-019,0.92,0.05,4,39.4,77.7,41.8,0,1
SEC-043,0.89,0.05,30,34.8,73.4,34.2,0,0
SEC-038,0.87,0.06,12,40.0,27.9,11.0,0,0
SEC-009,0.8,0.07,31,10.2,19.8,17.8,0,0
SEC-003,0.7,0.11,35,30.4,70.4,17.5,0,0
SEC-050,0.81,0.06,25,33.8,19.6,13.1,0,0
SEC-038,0.87,0.06,12,17.2,38.4,4.8,0,0
SEC-007,0.9,0.06,28,17.3,69.7,58.2,1,1
SEC-038,0.87,0.06,12,12.1,45.2,55.2,0,1
SEC-050,0.81,0.06,25,19.7,79.2,15.9,1,1
SEC-050,0.81,0.06,25,34.3,62.7,5.9,0,0
SEC-003,0.7,0.11,35,13.1,22.6,59.0,0,0
SEC-038,0.87,0.06,12,25.7,67.2,54.4,0,1
SEC-009,0.8,0.07,31,12.6,49.6,35.5,0,0
SEC-038,0.87,0.06,12,29.5,24.3,48.5,0,1
SEC-038,0.87,0.06,12,30.6,6.4,26.0,0,0
SEC-019,0.92,0.05,4,39.7,61.9,41.5,0,1
SEC-009,0.8,0.07,31,15.2,46.8,8.8,0,0
SEC-019,0.92,0.05,4,28.1,47.0,46.8,1,1
SEC-050,0.81,0.06,25,15.6,10.0,35.5,0,0
SEC-038,0.87,0.06,12,35.6,38.5,12.8,0,0
SEC-001,0.85,0.08,22,19.4,26.0,26.8,0,0
SEC-003,0.7,0.11,35,32.2,11.3,44.6,0,1
SEC-003,0.7,0.11,35,22.7,66.5,52.6,0,0
SEC-007,0.9,0.06,28,41.1,77.6,36.5,0,0
SEC-009,0.8,0.07,31,44.4,62.2,5.0,0,0
SEC-023,0.1,0.04,45,31.5,60.6,48.3,1,1
SEC-019,0.92,0.05,4,32.4,71.8,25.9,0,0
SEC-001,0.85,0.08,22,40.0,9.2,2.6,0,0
SEC-043,0.89,0.05,30,33.3,52.5,4.1,0,0
SEC-038,0.87,0.06,12,40.9,68.1,10.0,0,0
SEC-001,0.85,0.08,22,17.6,27.1,47.4,0,1
SEC-001,0.85,0.08,22,24.9,65.5,19.6,0,0
SEC-038,0.87,0.06,12,23.7,62.3,17.8,0,0
SEC-038,0.87,0.06,12,35.0,13.8,44.2,0,1
SEC-050,0.81,0.06,25,10.8,72.4,46.2,0,1
SEC-043,0.89,0.05,30,38.7,19.4,17.0,1,0
SEC-009,0.8,0.07,31,43.5,31.7,42.8,0,1
SEC-007,0.9,0.06,28,36.6,48.6,24.3,0,0
SEC-043,0.89,0.05,30,44.1,30.0,51.3,0,0
SEC-050,0.81,0.06,25,12.5,6.3,30.9,0,0
SEC-019,0.92,0.05,4,14.1,62.0,47.4,0,1
SEC-002,0.45,0.18,3,23.5,7.4,1.6,0,0
SEC-019,0.92,0.05,4,43.6,31.4,13.6,0,0
SEC-003,0.7,0.11,35,32.9,64.9,32.6,0,0
SEC-019,0.92,0.05,4,26.3,37.2,11.6,0,0
SEC-001,0.85,0.08,22,20.3,46.6,34.3,0,0
SEC-019,0.92,0.05,4,14.3,72.6,24.3,0,0
SEC-038,0.87,0.06,12,31.3,53.0,57.7,0,1
SEC-002,0.45,0.18,3,24.6,50.9,25.9,0,0
SEC-009,0.8,0.07,31,20.7,44.2,30.0,0,0
SEC-003,0.7,0.11,35,18.9,18.2,47.4,0,1
SEC-023,0.1,0.04,45,36.2,23.6,19.7,0,0
SEC-050,0.81,0.06,25,25.6,34.8,54.2,0,1
SEC-002,0.45,0.18,3,15.8,31.2,4.1,0,0
SEC-001,0.85,0.08,22,41.3,64.0,42.6,1,1
SEC-019,0.92,0.05,4,31.4,13.9,7.9,0,0
SEC-001,0.85,0.08,22,26.5,26.8,34.5,0,0
SEC-009,0.8,0.07,31,28.9,10.2,32.1,0,0
SEC-043,0.89,0.05,30,19.2,29.2,45.2,0,1
SEC-002,0.45,0.18,3,35.4,16.5,30.8,1,1
SEC-007,0.9,0.06,28,24.3,52.6,25.0,0,0
SEC-001,0.85,0.08,22,44.0,26.1,6.6,0,0
SEC-050,0.81,0.06,25,20.3,58.1,26.4,0,0
SEC-002,0.45,0.18,3,31.1,69.8,6.0,0,0
SEC-002,0.45,0.18,3,40.1,9.9,2.2,0,1
SEC-019,0.92,0.05,4,22.6,68.0,12.4,0,0
SEC-038,0.87,0.06,12,15.8,44.5,59.7,0,1
SEC-007,0.9,0.06,28,32.9,26.3,0.5,0,0
SEC-023,0.1,0.04,45,14.0,9.6,3.3,0,0
SEC-001,0.85,0.08,22,42.1,71.9,2.7,0,0
SEC-001,0.85,0.08,22,40.7,59.2,59.9,0,1
SEC-002,0.45,0.18,3,38.5,17.6,1.2,0,0
SEC-003,0.7,0.11,35,33.5,26.3,33.3,1,1
SEC-043,0.89,0.05,30,32.6,28.1,6.5,0,0
SEC-001,0.85,0.08,22,13.8,18.4,11.2,0,0
SEC-038,0.87,0.06,12,27.1,64.4,18.7,0,0
SEC-019,0.92,0.05,4,33.0,51.8,58.9,0,1
SEC-007,0.9,0.06,28,40.9,38.1,22.9,0,0
SEC-003,0.7,0.11,35,11.6,74.7,48.5,0,1
SEC-001,0.85,0.08,22,16.8,9.6,8.6,0,0
SEC-009,0.8,0.07,31,26.7,53.9,35.6,0,0
SEC-007,0.9,0.06,28,16.4,5.8,16.9,0,0
SEC-002,0.45,0.18,3,27.8,30.2,32.5,0,0
SEC-003,0.7,0.11,35,24.4,52.4,12.0,0,0
SEC-002,0.45,0.18,3,12.6,15.2,45.7,0,1
SEC-003,0.7,0.11,35,37.4,71.2,5.0,0,0
SEC-003,0.7,0.11,35,41.6,14.2,10.0,1,1
SEC-007,0.9,0.06,28,39.4,44.4,44.4,0,1
SEC-007,0.9,0.06,28,23.5,68.4,50.0,0,1
SEC-038,0.87,0.06,12,10.8,14.0,44.2,0,1
SEC-023,0.1,0.04,45,41.4,34.8,6.3,0,0
SEC-002,0.45,0.18,3,37.0,63.5,22.4,0,0
SEC-001,0.85,0.08,22,42.5,46.9,37.5,0,0
SEC-043,0.89,0.05,30,16.5,50.7,22.9,0,0
SEC-043,0.89,0.05,30,21.2,30.2,55.2,0,1
SEC-002,0.45,0.18,3,22.0,65.2,18.7,0,0
SEC-002,0.45,0.18,3,24.8,37.5,26.7,0,0
SEC-009,0.8,0.07,31,19.6,18.4,33.2,1,1
SEC-007,0.9,0.06,28,42.9,16.1,28.5,0,1
SEC-007,0.9,0.06,28,15.3,17.9,56.4,0,1
SEC-019,0.92,0.05,4,20.9,18.6,13.5,0,0
SEC-038,0.87,0.06,12,21.4,34.2,44.2,0,0
SEC-019,0.92,0.05,4,37.3,56.8,35.2,0,0
SEC-038,0.87,0.06,12,19.8,7.4,37.2,0,0
SEC-007,0.9,0.06,28,30.7,72.2,44.5,1,1
SEC-043,0.89,0.05,30,11.4,71.3,34.9,0,0
SEC-043,0.89,0.05,30,14.0,59.9,27.8,0,0
SEC-043,0.89,0.05,30,27.6,70.1,29.8,0,0
SEC-002,0.45,0.18,3,33.9,60.2,50.0,1,1
SEC-003,0.7,0.11,35,17.1,7.5,15.0,0,0
SEC-023,0.1,0.04,45,27.1,49.9,22.5,0,0
SEC-050,0.81,0.06,25,11.9,62.2,57.9,0,1
SEC-050,0.81,0.06,25,31.9,58.4,17.6,0,0
SEC-050,0.81,0.06,25,33.2,18.4,45.6,0,1
SEC-009,0.8,0.07,31,28.0,34.1,42.1,0,1
SEC-007,0.9,0.06,28,37.1,61.4,58.2,0,1
SEC-038,0.87,0.06,12,23.3,20.1,55.0,0,1
SEC-019,0.92,0.05,4,32.8,63.6,38.0,0,0
SEC-003,0.7,0.11,35,30.5,56.5,2.1,0,0
SEC-019,0.92,0.05,4,15.2,28.9,17.5,0,0
SEC-050,0.81,0.06,25,34.6,10.7,0.8,0,1
SEC-009,0.8,0.07,31,26.3,12.4,4.7,0,0
SEC-023,0.1,0.04,45,14.9,73.3,51.5,0,1
SEC-050,0.81,0.06,25,39.2,46.5,56.8,0,1
SEC-043,0.89,0.05,30,10.6,47.5,29.6,0,0
SEC-043,0.89,0.05,30,34.3,45.6,2.5,0,0
SEC-009,0.8,0.07,31,27.6,64.2,44.8,0,1
SEC-003,0.7,0.11,35,37.3,33.7,6.9,0,0
SEC-019,0.92,0.05,4,14.6,10.6,27.1,0,0
SEC-009,0.8,0.07,31,11.0,18.6,3.8,0,0
SEC-019,0.92,0.05,4,10.7,61.5,17.1,0,0
SEC-043,0.89,0.05,30,32.2,8.2,22.6,1,1
SEC-007,0.9,0.06,28,33.7,47.8,29.2,0,0
SEC-002,0.45,0.18,3,11.4,66.1,40.4,1,1
SEC-038,0.87,0.06,12,31.1,69.1,1.4,0,0
SEC-050,0.81,0.06,25,13.3,21.1,6.1,0,0
SEC-002,0.45,0.18,3,13.0,37.8,34.4,0,0
SEC-023,0.1,0.04,45,38.8,12.0,7.4,0,0
SEC-001,0.85,0.08,22,23.5,20.3,50.3,0,1
SEC-001,0.85,0.08,22,34.7,35.1,53.7,0,1
SEC-023,0.1,0.04,45,33.8,60.6,6.0,0,0
SEC-019,0.92,0.05,4,13.8,21.6,23.1,1,0
SEC-003,0.7,0.11,35,37.9,75.8,22.8,0,0
SEC-002,0.45,0.18,3,14.6,5.8,7.6,0,0
SEC-043,0.89,0.05,30,42.1,64.2,13.3,0,0
SEC-043,0.89,0.05,30,34.0,43.7,27.1,0,0
SEC-038,0.87,0.06,12,14.9,8.3,13.3,0,0
SEC-001,0.85,0.08,22,19.4,41.6,55.2,0,0
SEC-003,0.7,0.11,35,20.2,79.7,24.6,0,0
SEC-002,0.45,0.18,3,31.5,64.1,52.4,0,1
SEC-009,0.8,0.07,31,11.8,51.0,34.5,0,0
SEC-002,0.45,0.18,3,17.5,25.2,50.5,0,1
SEC-001,0.85,0.08,22,43.2,66.4,17.2,0,0
SEC-002,0.45,0.18,3,31.2,77.2,33.0,0,0
SEC-001,0.85,0.08,22,26.7,10.8,48.3,1,1
SEC-009,0.8,0.07,31,44.5,11.7,33.1,0,1
SEC-050,0.81,0.06,25,20.3,69.5,10.0,0,0
SEC-003,0.7,0.11,35,38.9,75.0,59.8,0,1
SEC-001,0.85,0.08,22,21.5,12.5,5.4,0,0
SEC-043,0.89,0.05,30,21.5,77.2,24.5,0,0
SEC-019,0.92,0.05,4,35.8,21.5,44.4,0,1
SEC-003,0.7,0.11,35,30.4,25.2,31.4,0,0
SEC-002,0.45,0.18,3,24.7,8.8,19.8,0,0
SEC-050,0.81,0.06,25,36.3,73.4,29.6,0,0
SEC-043,0.89,0.05,30,32.5,69.7,6.0,0,0
SEC-038,0.87,0.06,12,17.5,68.6,24.4,0,0
SEC-007,0.9,0.06,28,10.9,41.7,2.9,0,0
SEC-009,0.8,0.07,31,34.5,17.5,31.9,1,0
SEC-003,0.7,0.11,35,14.8,48.4,13.4,0,0
SEC-023,0.1,0.04,45,19.9,45.4,49.3,0,1
SEC-002,0.45,0.18,3,35.7,23.2,26.2,0,0
SEC-001,0.85,0.08,22,21.1,57.0,32.2,0,0
SEC-001,0.85,0.08,22,32.1,60.4,23.7,0,0
SEC-023,0.1,0.04,45,30.3,27.6,56.8,1,1
SEC-007,0.9,0.06,28,22.4,75.5,23.9,0,0
SEC-050,0.81,0.06,25,14.4,28.2,13.3,0,0
SEC-009,0.8,0.07,31,27.0,74.9,7.1,0,0
SEC-007,0.9,0.06,28,21.4,70.6,28.2,0,0
SEC-038,0.87,0.06,12,28.0,9.3,34.9,0,0
SEC-009,0.8,0.07,31,26.8,64.1,23.7,0,0
SEC-007,0.9,0.06,28,32.2,9.4,38.7,0,0
SEC-050,0.81,0.06,25,44.4,50.1,42.2,0,1
SEC-019,0.92,0.05,4,33.4,29.8,18.8,0,0
SEC-043,0.89,0.05,30,35.5,24.4,16.8,0,1
SEC-019,0.92,0.05,4,19.7,32.0,2.0,0,0
SEC-001,0.85,0.08,22,36.0,5.0,20.4,0,1
SEC-043,0.89,0.05,30,16.8,31.3,43.9,0,1
SEC-009,0.8,0.07,31,32.2,77.6,5.3,0,0
SEC-043,0.89,0.05,30,32.8,32.6,50.1,0,1
SEC-050,0.81,0.06,25,26.4,50.0,29.4,0,0
SEC-019,0.92,0.05,4,40.0,48.8,36.5,0,0
SEC-050,0.81,0.06,25,15.7,18.8,1.9,0,0
SEC-043,0.89,0.05,30,30.3,48.5,31.5,0,0
SEC-009,0.8,0.07,31,22.4,66.2,38.6,0,0
SEC-003,0.7,0.11,35,14.8,56.6,46.2,0,1
SEC-007,0.9,0.06,28,13.1,26.0,24.4,0,0
SEC-001,0.85,0.08,22,30.1,18.0,10.2,0,1
SEC-001,0.85,0.08,22,34.4,33.5,35.0,0,0
SEC-019,0.92,0.05,4,39.0,23.1,36.0,0,1
SEC-002,0.45,0.18,3,43.1,65.0,4.8,0,0
SEC-023,0.1,0.04,45,12.0,40.1,4.1,0,0
SEC-043,0.89,0.05,30,17.4,60.2,3.7,0,0
SEC-003,0.7,0.11,35,38.4,79.8,55.0,0,0
SEC-003,0.7,0.11,35,12.3,51.7,38.0,0,0
SEC-003,0.7,0.11,35,35.1,5.0,52.5,0,1
SEC-019,0.92,0.05,4,26.3,56.3,7.7,1,1
SEC-001,0.85,0.08,22,43.7,33.7,12.5,0,0
SEC-009,0.8,0.07,31,40.5,10.9,48.2,0,1
SEC-038,0.87,0.06,12,25.4,73.3,45.7,0,1
SEC-038,0.87,0.06,12,32.1,23.1,54.3,0,1
SEC-003,0.7,0.11,35,40.5,40.8,47.1,1,1
SEC-009,0.8,0.07,31,38.6,49.0,5.5,0,0
SEC-050,0.81,0.06,25,42.0,20.2,6.8,0,1
SEC-003,0.7,0.11,35,20.8,76.3,5.6,0,0
SEC-001,0.85,0.08,22,16.1,72.2,9.4,0,0
SEC-001,0.85,0.08,22,37.6,77.4,54.0,0,0
SEC-038,0.87,0.06,12,30.9,23.0,54.3,0,1
SEC-002,0.45,0.18,3,16.4,60.4,22.7,0,0
SEC-038,0.87,0.06,12,14.1,37.2,48.4,1,1
SEC-009,0.8,0.07,31,25.9,32.4,44.0,0,1
SEC-009,0.8,0.07,31,38.2,16.5,6.6,0,0
SEC-003,0.7,0.11,35,13.0,77.7,44.5,0,1
SEC-043,0.89,0.05,30,36.1,55.3,1.2,0,0
SEC-050,0.81,0.06,25,22.0,42.3,30.9,0,0
SEC-043,0.89,0.05,30,23.6,28.2,27.2,0,0
SEC-043,0.89,0.05,30,33.8,25.8,12.1,0,0
SEC-003,0.7,0.11,35,15.8,5.3,53.9,0,0
SEC-002,0.45,0.18,3,19.5,6.5,30.7,0,0
SEC-009,0.8,0.07,31,14.8,12.6,16.2,1,1
SEC-050,0.81,0.06,25,16.4,75.0,0.7,0,0
SEC-038,0.87,0.06,12,19.3,54.1,55.0,0,1
SEC-038,0.87,0.06,12,25.3,73.4,41.7,0,1
SEC-050,0.81,0.06,25,19.8,43.2,5.8,0,0
SEC-019,0.92,0.05,4,28.5,10.7,25.2,0,0
SEC-009,0.8,0.07,31,26.4,44.5,48.2,0,1
SEC-023,0.1,0.04,45,37.2,72.5,18.8,0,0
SEC-019,0.92,0.05,4,32.4,38.5,56.3,0,1
SEC-050,0.81,0.06,25,35.3,45.4,13.4,0,0
SEC-019,0.92,0.05,4,30.1,26.8,53.3,0,1
SEC-009,0.8,0.07,31,41.5,64.2,30.4,0,0
SEC-043,0.89,0.05,30,30.3,27.9,54.6,0,1
SEC-003,0.7,0.11,35,22.8,54.7,58.8,0,0
SEC-007,0.9,0.06,28,36.9,68.4,37.2,0,0
SEC-002,0.45,0.18,3,35.3,18.1,45.4,0,1
SEC-023,0.1,0.04,45,21.3,27.9,41.3,0,1
SEC-007,0.9,0.06,28,42.5,62.9,11.9,0,0
SEC-050,0.81,0.06,25,11.2,57.7,57.9,0,1
SEC-002,0.45,0.18,3,15.5,5.1,33.7,0,0
SEC-009,0.8,0.07,31,37.6,70.4,18.1,0,0
SEC-050,0.81,0.06,25,20.7,64.7,45.1,0,1
SEC-038,0.87,0.06,12,17.6,60.5,60.0,0,1
SEC-038,0.87,0.06,12,39.5,11.2,57.5,0,1
SEC-009,0.8,0.07,31,17.2,73.5,32.3,0,0
SEC-001,0.85,0.08,22,15.6,78.3,30.0,0,0
SEC-023,0.1,0.04,45,35.9,47.7,37.9,1,1
SEC-050,0.81,0.06,25,11.8,72.0,46.4,0,1
SEC-007,0.9,0.06,28,12.1,61.3,30.1,0,0
SEC-050,0.81,0.06,25,15.6,46.9,37.3,0,0
SEC-002,0.45,0.18,3,40.0,30.9,5.5,0,0
SEC-003,0.7,0.11,35,25.9,34.5,42.8,1,1
SEC-003,0.7,0.11,35,14.3,49.5,18.4,0,0
SEC-003,0.7,0.11,35,32.6,72.6,3.3,0,0
SEC-007,0.9,0.06,28,31.6,57.5,9.8,0,0
SEC-001,0.85,0.08,22,13.7,69.9,57.3,0,1
SEC-019,0.92,0.05,4,38.7,68.6,44.9,0,1
SEC-003,0.7,0.11,35,34.3,14.0,27.4,0,0
SEC-002,0.45,0.18,3,26.7,19.8,26.3,0,0
SEC-038,0.87,0.06,12,28.5,50.8,42.4,0,1
SEC-003,0.7,0.11,35,11.4,32.4,4.8,0,0
SEC-050,0.81,0.06,25,22.0,59.2,52.0,0,1
SEC-038,0.87,0.06,12,17.7,48.7,46.7,0,1
SEC-001,0.85,0.08,22,35.2,16.8,5.0,0,0
SEC-007,0.9,0.06,28,16.7,53.1,12.0,0,0
SEC-043,0.89,0.05,30,23.8,45.8,13.7,0,0
SEC-019,0.92,0.05,4,37.1,63.5,39.3,0,0
SEC-001,0.85,0.08,22,27.6,55.9,44.9,0,0
SEC-003,0.7,0.11,35,35.6,67.7,57.0,0,1
SEC-003,0.7,0.11,35,39.9,37.2,52.0,0,1
SEC-050,0.81,0.06,25,10.1,77.8,30.7,0,0
SEC-023,0.1,0.04,45,42.4,32.7,12.7,0,0
SEC-003,0.7,0.11,35,17.8,60.2,27.7,0,0
SEC-007,0.9,0.06,28,28.5,19.7,2.2,0,0
SEC-009,0.8,0.07,31,36.4,38.2,4.9,0,0
SEC-007,0.9,0.06,28,22.5,46.9,56.8,0,1
SEC-007,0.9,0.06,28,37.5,31.5,38.7,0,0
SEC-001,0.85,0.08,22,36.2,55.2,13.8,0,0
SEC-003,0.7,0.11,35,28.3,73.7,38.2,0,0
SEC-019,0.92,0.05,4,41.3,52.7,6.9,0,0
SEC-050,0.81,0.06,25,41.7,66.0,39.3,0,0
SEC-038,0.87,0.06,12,11.9,34.1,46.6,0,1
SEC-002,0.45,0.18,3,15.2,77.7,7.9,0,0
SEC-003,0.7,0.11,35,33.1,6.0,2.8,0,0
SEC-003,0.7,0.11,35,12.9,42.9,14.2,0,0
SEC-001,0.85,0.08,22,41.1,57.3,29.6,0,0
SEC-003,0.7,0.11,35,31.6,21.9,23.7,0,0
SEC-050,0.81,0.06,25,15.8,35.9,27.6,0,0
SEC-009,0.8,0.07,31,33.1,75.9,50.7,1,0
SEC-007,0.9,0.06,28,16.2,11.2,20.6,0,0
SEC-003,0.7,0.11,35,43.5,37.0,35.4,0,0
SEC-023,0.1,0.04,45,39.7,35.1,57.9,0,1
SEC-009,0.8,0.07,31,11.5,62.2,12.5,0,0
SEC-038,0.87,0.06,12,23.5,39.6,1.1,0,0
SEC-003,0.7,0.11,35,31.6,29.6,2.4,0,0
SEC-019,0.92,0.05,4,37.1,28.3,51.9,0,1
SEC-007,0.9,0.06,28,40.7,8.9,18.9,0,1
SEC-007,0.9,0.06,28,18.3,62.3,35.5,0,0
SEC-043,0.89,0.05,30,24.4,34.8,14.8,0,0
SEC-007,0.9,0.06,28,10.6,15.1,34.9,0,0
SEC-023,0.1,0.04,45,14.4,60.3,49.4,0,1
SEC-001,0.85,0.08,22,15.8,50.9,40.8,0,0
SEC-050,0.81,0.06,25,12.8,50.3,32.3,0,0
SEC-023,0.1,0.04,45,37.5,36.4,36.2,0,0
SEC-038,0.87,0.06,12,20.5,22.9,36.0,0,0
SEC-009,0.8,0.07,31,39.7,5.5,39.2,0,1
SEC-003,0.7,0.11,35,29.8,29.0,58.7,0,1
SEC-038,0.87,0.06,12,23.3,67.2,27.6,0,0
SEC-007,0.9,0.06,28,21.1,24.8,4.5,0,0
SEC-009,0.8,0.07,31,14.8,55.2,6.5,0,0
SEC-009,0.8,0.07,31,10.4,28.4,53.0,0,1
SEC-002,0.45,0.18,3,41.9,17.5,48.0,0,1
SEC-023,0.1,0.04,45,17.2,35.7,12.0,0,0
SEC-003,0.7,0.11,35,11.6,56.9,39.6,0,0
SEC-007,0.9,0.06,28,32.8,52.1,49.8,0,1
SEC-050,0.81,0.06,25,37.1,78.0,26.0,0,0
SEC-003,0.7,0.11,35,36.4,16.0,40.5,0,0
SEC-001,0.85,0.08,22,11.1,35.3,53.7,0,1
SEC-019,0.92,0.05,4,22.4,75.8,18.1,0,0
SEC-050,0.81,0.06,25,36.2,37.9,21.7,1,1
SEC-050,0.81,0.06,25,19.6,79.8,38.6,0,0
SEC-007,0.9,0.06,28,21.1,37.4,21.8,0,0
SEC-019,0.92,0.05,4,20.5,36.2,28.0,0,0
SEC-043,0.89,0.05,30,29.6,72.1,36.5,0,0
SEC-038,0.87,0.06,12,25.7,35.0,20.7,0,0
SEC-023,0.1,0.04,45,22.4,17.6,10.0,0,0
SEC-002,0.45,0.18,3,38.5,21.4,30.6,0,0
SEC-050,0.81,0.06,25,43.6,36.7,52.6,0,1
SEC-038,0.87,0.06,12,17.4,36.9,17.0,0,0
SEC-038,0.87,0.06,12,32.6,11.8,56.1,0,1
SEC-043,0.89,0.05,30,35.5,52.3,36.8,0,0
SEC-023,0.1,0.04,45,23.2,46.1,57.6,0,1
SEC-043,0.89,0.05,30,13.3,13.6,14.2,0,0
SEC-003,0.7,0.11,35,29.9,12.9,11.6,0,0
SEC-003,0.7,0.11,35,11.0,20.6,22.6,0,0
SEC-038,0.87,0.06,12,27.5,57.8,25.8,0,0
SEC-038,0.87,0.06,12,28.6,21.7,10.3,0,0
SEC-043,0.89,0.05,30,25.9,76.0,36.6,0,0
SEC-007,0.9,0.06,28,28.5,11.7,13.7,0,0
SEC-001,0.85,0.08,22,14.4,64.1,3.4,0,0
SEC-002,0.45,0.18,3,26.9,51.9,54.8,0,1
SEC-019,0.92,0.05,4,10.7,17.3,34.2,0,0
SEC-002,0.45,0.18,3,17.7,57.5,52.5,0,1
SEC-001,0.85,0.08,22,24.7,9.9,30.7,0,0
SEC-002,0.45,0.18,3,22.6,28.4,57.2,0,1
SEC-038,0.87,0.06,12,21.1,11.0,49.6,0,0
SEC-007,0.9,0.06,28,25.8,57.1,18.3,0,0
SEC-003,0.7,0.11,35,32.0,64.7,21.8,0,0
SEC-023,0.1,0.04,45,34.0,66.4,22.4,0,0
SEC-023,0.1,0.04,45,28.8,45.4,54.8,0,1
SEC-043,0.89,0.05,30,18.4,57.9,12.9,0,0
SEC-001,0.85,0.08,22,31.0,63.4,12.8,0,0
SEC-023,0.1,0.04,45,16.9,76.5,56.3,0,1
SEC-003,0.7,0.11,35,26.0,38.0,41.4,0,1
SEC-002,0.45,0.18,3,13.4,16.7,49.2,0,1
SEC-003,0.7,0.11,35,42.2,41.5,16.8,0,0
SEC-050,0.81,0.06,25,18.4,57.5,12.9,0,0
SEC-019,0.92,0.05,4,12.9,27.6,9.1,0,0
SEC-003,0.7,0.11,35,41.3,22.1,6.7,0,0
SEC-009,0.8,0.07,31,22.4,51.1,52.2,0,1
SEC-043,0.89,0.05,30,21.9,23.7,11.2,0,0
SEC-001,0.85,0.08,22,22.5,42.7,0.1,0,0
SEC-019,0.92,0.05,4,21.9,24.7,9.9,0,0
SEC-043,0.89,0.05,30,42.6,44.3,24.3,0,0
SEC-009,0.8,0.07,31,43.6,33.0,24.6,0,0
SEC-023,0.1,0.04,45,17.8,18.9,25.8,0,0
SEC-019,0.92,0.05,4,35.5,36.5,2.6,0,0
SEC-009,0.8,0.07,31,39.9,40.6,1.3,0,0
SEC-023,0.1,0.04,45,22.0,58.3,50.6,0,1
SEC-019,0.92,0.05,4,31.0,74.1,53.4,0,1
SEC-050,0.81,0.06,25,24.1,17.1,27.5,0,0
SEC-050,0.81,0.06,25,19.8,60.6,33.3,1,1
SEC-007,0.9,0.06,28,27.4,30.1,56.9,0,0
SEC-050,0.81,0.06,25,36.9,28.8,20.2,0,0
SEC-050,0.81,0.06,25,25.6,56.6,23.5,1,0
SEC-043,0.89,0.05,30,44.8,72.1,43.6,0,1
SEC-001,0.85,0.08,22,27.3,20.1,19.8,0,0
SEC-009,0.8,0.07,31,41.0,69.9,59.2,0,0
SEC-019,0.92,0.05,4,22.6,13.5,12.2,0,0
SEC-002,0.45,0.18,3,19.5,60.2,36.8,0,0
SEC-023,0.1,0.04,45,39.0,21.9,10.6,0,0
SEC-038,0.87,0.06,12,36.4,70.6,44.9,0,1
SEC-007,0.9,0.06,28,41.8,17.7,30.9,0,0
SEC-001,0.85,0.08,22,31.1,40.3,8.8,0,0
SEC-002,0.45,0.18,3,17.3,11.7,16.3,0,0
SEC-019,0.92,0.05,4,15.9,45.7,45.9,0,1
SEC-043,0.89,0.05,30,18.2,55.5,33.2,0,0
SEC-019,0.92,0.05,4,37.0,39.3,18.9,0,0
SEC-038,0.87,0.06,12,13.1,30.6,58.5,0,1
SEC-043,0.89,0.05,30,44.6,38.5,25.6,0,0
SEC-038,0.87,0.06,12,14.4,17.7,8.8,0,0
SEC-019,0.92,0.05,4,11.8,38.0,47.5,0,1
SEC-050,0.81,0.06,25,33.6,31.0,58.6,0,1
SEC-023,0.1,0.04,45,26.6,9.3,22.6,0,0
SEC-002,0.45,0.18,3,10.3,66.4,9.7,0,0
SEC-009,0.8,0.07,31,12.5,30.6,37.5,0,0
SEC-001,0.85,0.08,22,19.3,79.6,10.4,0,0
SEC-003,0.7,0.11,35,40.1,32.2,55.1,0,1
SEC-019,0.92,0.05,4,42.8,43.6,40.2,0,1
SEC-003,0.7,0.11,35,37.2,53.4,44.4,0,1
